epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,3094.25,0.9355,0.46938,1.0287,0.96338,0.90528,0.93617,0.68101,0.97961,0.43694,1.14366,0.0008219,0.0008219,0.0008219
121,3119.46,0.91236,0.46184,1.02824,0.96502,0.91283,0.93794,0.69841,0.96454,0.422,1.13823,0.000812,0.000812,0.000812
122,3144.67,0.91093,0.45019,1.01407,0.97187,0.90872,0.93787,0.69653,0.93979,0.42184,1.12449,0.0008021,0.0008021,0.0008021
123,3169.81,0.91053,0.44901,1.01066,0.95994,0.92108,0.93606,0.6989,0.94392,0.41564,1.12712,0.0007922,0.0007922,0.0007922
124,3194.99,0.87466,0.44403,1.00771,0.96935,0.91171,0.93478,0.69471,0.95076,0.41515,1.13466,0.0007823,0.0007823,0.0007823
125,3220.22,0.87884,0.44298,1.00676,0.97217,0.91283,0.93955,0.70291,0.95575,0.41711,1.13344,0.0007724,0.0007724,0.0007724
126,3245.5,0.87578,0.44406,1.00861,0.96452,0.91415,0.93727,0.69686,0.95397,0.41155,1.12589,0.0007625,0.0007625,0.0007625
127,3270.69,0.85821,0.44,1.00919,0.97394,0.91146,0.9354,0.7008,0.92832,0.40832,1.122,0.0007526,0.0007526,0.0007526
128,3295.96,0.8615,0.43933,1.01487,0.97066,0.91283,0.93464,0.69749,0.919,0.40924,1.11247,0.0007427,0.0007427,0.0007427
129,3321.15,0.86198,0.44173,1.01022,0.97092,0.91656,0.93577,0.70345,0.91704,0.41031,1.11295,0.0007328,0.0007328,0.0007328
130,3346.31,0.84866,0.43513,1.00156,0.96797,0.91264,0.93944,0.70909,0.92778,0.40857,1.11972,0.0007229,0.0007229,0.0007229
131,3371.48,0.84994,0.43328,0.99257,0.97432,0.91135,0.93902,0.70858,0.92074,0.40287,1.11312,0.000713,0.000713,0.000713
132,3396.64,0.88053,0.44685,0.99648,0.97143,0.90528,0.9363,0.70706,0.91343,0.41243,1.10622,0.0007031,0.0007031,0.0007031
133,3421.71,0.84141,0.43678,1.00204,0.97007,0.91196,0.9346,0.70383,0.90891,0.40286,1.11011,0.0006932,0.0006932,0.0006932
134,3446.89,0.86148,0.43473,0.99647,0.96807,0.91573,0.93491,0.69988,0.90892,0.40331,1.11279,0.0006833,0.0006833,0.0006833
135,3471.99,0.85485,0.42642,0.99401,0.97797,0.91407,0.94037,0.71687,0.89202,0.39293,1.10526,0.0006734,0.0006734,0.0006734
136,3497.19,0.85427,0.43663,0.99371,0.97052,0.91352,0.94171,0.724,0.87737,0.40428,1.09888,0.0006635,0.0006635,0.0006635
137,3522.38,0.83988,0.42389,0.98232,0.97876,0.91146,0.94236,0.72613,0.89627,0.395,1.1005,0.0006536,0.0006536,0.0006536
138,3547.62,0.85406,0.43002,0.98189,0.97436,0.9127,0.93927,0.71933,0.89545,0.39063,1.10435,0.0006437,0.0006437,0.0006437
139,3572.73,0.82637,0.42141,0.98167,0.96827,0.91489,0.93941,0.72278,0.88032,0.39604,1.0938,0.0006338,0.0006338,0.0006338
140,3597.82,0.82013,0.42425,0.98133,0.97329,0.91489,0.94158,0.72819,0.8705,0.38437,1.09352,0.0006239,0.0006239,0.0006239
141,3622.98,0.80047,0.41207,0.97484,0.97055,0.91558,0.94291,0.72929,0.87791,0.39083,1.09549,0.000614,0.000614,0.000614
142,3648.12,0.82886,0.41984,0.98526,0.97032,0.92013,0.9376,0.72032,0.88939,0.39748,1.10352,0.0006041,0.0006041,0.0006041
143,3673.21,0.82372,0.41641,0.98355,0.96945,0.91481,0.93715,0.72326,0.86425,0.38341,1.08648,0.0005942,0.0005942,0.0005942
144,3698.31,0.80791,0.42203,0.98048,0.98107,0.91489,0.94044,0.73093,0.85935,0.37678,1.08192,0.0005843,0.0005843,0.0005843
145,3723.54,0.79576,0.41406,0.96871,0.97333,0.91421,0.94019,0.73529,0.85008,0.37548,1.08114,0.0005744,0.0005744,0.0005744
146,3748.71,0.81078,0.40798,0.97783,0.9673,0.91695,0.94035,0.72789,0.86919,0.38805,1.09136,0.0005645,0.0005645,0.0005645
147,3773.8,0.79149,0.40683,0.96729,0.97047,0.92476,0.94225,0.73517,0.85179,0.36745,1.08851,0.0005546,0.0005546,0.0005546
148,3798.95,0.78479,0.40975,0.96449,0.98294,0.90969,0.94446,0.73973,0.83817,0.36945,1.07579,0.0005447,0.0005447,0.0005447
149,3824.05,0.79105,0.41505,0.97606,0.97511,0.91423,0.94428,0.74204,0.83159,0.3776,1.0719,0.0005348,0.0005348,0.0005348
150,3849.21,0.79892,0.41881,0.97115,0.97387,0.92102,0.94071,0.73808,0.8352,0.36656,1.07609,0.0005249,0.0005249,0.0005249
151,3874.38,0.79182,0.41616,0.97388,0.97236,0.91757,0.93714,0.73391,0.8385,0.37375,1.07059,0.000515,0.000515,0.000515
152,3899.58,0.78903,0.40578,0.9601,0.97771,0.91627,0.93993,0.73949,0.82858,0.36908,1.0715,0.0005051,0.0005051,0.0005051
153,3924.82,0.78796,0.40462,0.96207,0.97921,0.91489,0.94595,0.75007,0.82434,0.36593,1.06749,0.0004952,0.0004952,0.0004952
154,3950.06,0.76817,0.40186,0.96564,0.96872,0.92107,0.94257,0.74207,0.8216,0.36533,1.06622,0.0004853,0.0004853,0.0004853
155,3975.13,0.75835,0.39823,0.96644,0.97262,0.91695,0.9417,0.74337,0.81134,0.36645,1.07217,0.0004754,0.0004754,0.0004754
156,4000.29,0.7499,0.39407,0.95765,0.97235,0.91727,0.94563,0.75518,0.80568,0.35906,1.06655,0.0004655,0.0004655,0.0004655
157,4025.42,0.7449,0.3945,0.95966,0.96969,0.91627,0.94567,0.75451,0.80522,0.36097,1.06186,0.0004556,0.0004556,0.0004556
158,4050.48,0.75326,0.39989,0.95785,0.98366,0.90872,0.94538,0.75471,0.80223,0.35942,1.063,0.0004457,0.0004457,0.0004457
159,4075.51,0.74871,0.391,0.95619,0.97028,0.91874,0.94228,0.75207,0.79292,0.36066,1.05657,0.0004358,0.0004358,0.0004358
160,4100.68,0.75534,0.39166,0.95653,0.97944,0.91528,0.9411,0.75237,0.78846,0.35813,1.05962,0.0004259,0.0004259,0.0004259
161,4125.73,0.73502,0.38756,0.95753,0.96781,0.92313,0.93962,0.74738,0.78474,0.35285,1.05645,0.000416,0.000416,0.000416
162,4150.84,0.73776,0.38524,0.94753,0.98355,0.91078,0.94077,0.75337,0.78295,0.34849,1.05915,0.0004061,0.0004061,0.0004061
163,4175.93,0.73169,0.38896,0.95952,0.9718,0.92232,0.94205,0.75694,0.77465,0.35643,1.05195,0.0003962,0.0003962,0.0003962
164,4201.1,0.72194,0.38703,0.953,0.97809,0.91909,0.94337,0.75724,0.76272,0.35126,1.04659,0.0003863,0.0003863,0.0003863
165,4226.24,0.73851,0.39288,0.95186,0.97208,0.92038,0.94188,0.7572,0.77,0.35359,1.05047,0.0003764,0.0003764,0.0003764
166,4251.32,0.72423,0.38699,0.94533,0.97284,0.92656,0.94287,0.75952,0.75526,0.34731,1.04192,0.0003665,0.0003665,0.0003665
167,4276.56,0.70563,0.38378,0.93589,0.97754,0.92038,0.94183,0.75753,0.76503,0.34351,1.04592,0.0003566,0.0003566,0.0003566
168,4301.68,0.71891,0.38061,0.94494,0.97887,0.92199,0.9411,0.75671,0.75693,0.34229,1.04529,0.0003467,0.0003467,0.0003467
169,4326.88,0.74563,0.39127,0.94844,0.98,0.91901,0.94106,0.75922,0.75434,0.34736,1.04289,0.0003368,0.0003368,0.0003368
170,4352.06,0.72331,0.38164,0.9424,0.97445,0.91614,0.94025,0.75963,0.76459,0.35279,1.04508,0.0003269,0.0003269,0.0003269
171,4377.2,0.6983,0.37644,0.93572,0.98241,0.91215,0.94134,0.75857,0.75749,0.34836,1.04111,0.000317,0.000317,0.000317
172,4402.28,0.70988,0.38138,0.94657,0.97947,0.91833,0.94218,0.76207,0.75112,0.34893,1.04193,0.0003071,0.0003071,0.0003071
173,4427.6,0.71551,0.37904,0.9375,0.97954,0.91985,0.94318,0.7655,0.7461,0.34022,1.03759,0.0002972,0.0002972,0.0002972
174,4452.75,0.6856,0.36651,0.93959,0.97527,0.92043,0.94057,0.76244,0.73284,0.3378,1.03278,0.0002873,0.0002873,0.0002873
175,4477.85,0.70096,0.37149,0.92907,0.97176,0.92124,0.94082,0.76105,0.73895,0.34029,1.03369,0.0002774,0.0002774,0.0002774
176,4502.96,0.70558,0.3733,0.92794,0.9786,0.91695,0.93868,0.75927,0.74876,0.34658,1.0422,0.0002675,0.0002675,0.0002675
177,4528.01,0.68795,0.36778,0.93097,0.97242,0.91951,0.9398,0.76383,0.73608,0.33844,1.03999,0.0002576,0.0002576,0.0002576
178,4553.07,0.68924,0.36745,0.92934,0.98372,0.91256,0.94074,0.76595,0.73534,0.33827,1.03541,0.0002477,0.0002477,0.0002477
179,4578.22,0.68723,0.37204,0.93155,0.9821,0.91283,0.94115,0.77129,0.72929,0.33425,1.03683,0.0002378,0.0002378,0.0002378
180,4603.42,0.68021,0.3648,0.93868,0.97992,0.91558,0.94233,0.76908,0.72912,0.33119,1.03566,0.0002279,0.0002279,0.0002279
181,4628.5,0.68645,0.37267,0.9311,0.97807,0.91831,0.94129,0.76827,0.72862,0.33583,1.03635,0.000218,0.000218,0.000218
182,4653.54,0.68463,0.37206,0.93455,0.97773,0.92176,0.94101,0.76906,0.71794,0.3309,1.03065,0.0002081,0.0002081,0.0002081
