epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,651.341,1.07275,0.50153,0.91498,0.94538,0.88538,0.93382,0.61812,1.13226,0.51902,0.94621,0.000416,0.000416,0.000416
162,655.343,1.08533,0.50721,0.91014,0.95989,0.89293,0.93407,0.62101,1.12735,0.52278,0.9422,0.0004061,0.0004061,0.0004061
163,659.359,1.09944,0.51475,0.91274,0.95734,0.89911,0.93495,0.62551,1.11381,0.51373,0.93876,0.0003962,0.0003962,0.0003962
164,663.419,1.04956,0.50223,0.91875,0.95823,0.89751,0.93901,0.62881,1.10997,0.5088,0.93791,0.0003863,0.0003863,0.0003863
165,667.522,1.07227,0.50322,0.91977,0.95257,0.88214,0.93374,0.62016,1.11936,0.51961,0.94009,0.0003764,0.0003764,0.0003764
166,671.537,1.06348,0.51021,0.91617,0.95533,0.89542,0.93557,0.626,1.1199,0.51638,0.93813,0.0003665,0.0003665,0.0003665
167,675.537,1.05447,0.50044,0.9142,0.94386,0.89499,0.93358,0.62221,1.11248,0.51305,0.93691,0.0003566,0.0003566,0.0003566
168,679.536,1.05515,0.49861,0.91526,0.95501,0.88868,0.93643,0.6212,1.11352,0.52058,0.93767,0.0003467,0.0003467,0.0003467
169,683.537,1.0669,0.5081,0.915,0.94782,0.89979,0.93674,0.6238,1.10096,0.50401,0.93456,0.0003368,0.0003368,0.0003368
170,687.552,1.05041,0.49636,0.91034,0.95727,0.89774,0.93632,0.63052,1.09884,0.50059,0.93483,0.0003269,0.0003269,0.0003269
171,691.632,1.04596,0.49231,0.91102,0.94344,0.90442,0.93644,0.63096,1.10054,0.50859,0.93563,0.000317,0.000317,0.000317
172,695.696,1.04745,0.49587,0.91029,0.96852,0.89499,0.93878,0.63215,1.10269,0.50434,0.93551,0.0003071,0.0003071,0.0003071
173,699.808,1.04101,0.49238,0.91572,0.9653,0.89741,0.93677,0.62914,1.1137,0.50595,0.93388,0.0002972,0.0002972,0.0002972
174,703.806,1.05091,0.49203,0.90863,0.96598,0.89499,0.94079,0.63947,1.08595,0.49251,0.93168,0.0002873,0.0002873,0.0002873
175,707.927,1.04398,0.49248,0.91653,0.96087,0.89156,0.93921,0.63821,1.0831,0.48882,0.93012,0.0002774,0.0002774,0.0002774
176,711.926,1.03969,0.48125,0.90409,0.95833,0.89969,0.93788,0.63504,1.08654,0.49183,0.93049,0.0002675,0.0002675,0.0002675
177,715.925,1.04213,0.4962,0.91504,0.9589,0.89682,0.93863,0.63574,1.08695,0.49033,0.93057,0.0002576,0.0002576,0.0002576
178,719.941,1.03363,0.48228,0.90693,0.95794,0.89568,0.9374,0.63382,1.09527,0.49759,0.93473,0.0002477,0.0002477,0.0002477
179,723.943,1.01994,0.48408,0.90814,0.971,0.89568,0.94026,0.64001,1.08228,0.48079,0.93173,0.0002378,0.0002378,0.0002378
